x y
0.02088600541 0.053010821
0.02241790417 0.05703749598
0.02402043093 0.06127146749
0.02569065373 0.06570817883
0.02742473675 0.07034069272
0.02921793397 0.07515958871
0.03106460697 0.08015291508
0.03295826883 0.08530620343
0.03489165476 0.09060255215
0.03685681875 0.09602278216
0.03884525436 0.1015456651
0.04084803591 0.1071482202
0.04285597566 0.1128060731
0.04485979091 0.1184938645
0.04685027489 0.124185696
0.04881846471 0.1298555963
0.05075579983 0.1354779896
0.05265426533 0.1410281498
0.05450651521 0.1464826224
0.0563059718 0.1518195999
0.05804689938 0.157019239
0.05972445107 0.1620639108
0.06133468943 0.1669383788
0.0628745827 0.1716299051
0.06434197913 0.1761282854
0.06573556277 0.1804258199
0.06705479447 0.1845172263
0.0682998418 0.1883995057
0.06947150159 0.1920717696
0.0705711186 0.1955350401
0.07160050329 0.1987920323
0.07256185115 0.2018469275
0.07345766579 0.2047051461
0.07429068706 0.2073731265
0.07506382555 0.2098581143
0.07578010383 0.2121679672
0.07644260485 0.2143109771
0.07705442748 0.2162957118
0.07761864892 0.2181308752
0.07813829356 0.2198251887
0.07861630787 0.22138729
0.07905554059 0.2228256505
0.07945872785 0.2241485084
0.07982848231 0.2253638167
0.08016728601 0.226479204
0.0804774862 0.2275019466
0.08076129374 0.2284389504
0.08102078354 0.2292967408
0.08125789663 0.2300814598
0.08147444366 0.2307988678
0.08167210923 0.2314543507
0.08185245705 0.2320529299
0.0820169356 0.2325992757
0.0821668841 0.2330977211
0.08230353864 0.2335522787
0.08242803839 0.2339666573
0.08254143173 0.2343442791
0.08264468231 0.2346882972
0.08273867489 0.2350016129
0.08282422093 0.2352868924
0.08290206405 0.2355465832
0.08297288507 0.2357829298
0.08303730687 0.2359979887
0.08309589891 0.2361936424
0.08314918151 0.2363716131
0.08319762981 0.2365334752
0.08324167749 0.236680667
0.08328172016 0.2368145018
0.0833181186 0.2369361783
0.08335120167 0.2370467898
0.08338126905 0.2371473334
0.08340859373 0.2372387179
0.08343342433 0.2373217713
0.08345598719 0.237397248
0.08347648835 0.2374658349
0.08349511531 0.2375281573
0.08351203869 0.2375847846
0.08352741367 0.2376362347
0.08354138145 0.237682979
0.08355407039 0.2377254462
0.08356559725 0.2377640264
0.08357606817 0.2377990742
0.08358557966 0.2378309121
0.08359421943 0.2378598333
0.08360206721 0.2378861045
0.08360919549 0.2379099678
0.08361567011 0.2379316436
0.08362155093 0.237951332
0.08362689234 0.237969215
0.08363174374 0.2379854579
0.08363615005 0.2380002108
0.08364015206 0.2380136104
0.08364378683 0.2380257806
0.08364708803 0.2380368341
0.08365008626 0.2380468733
0.08365280929 0.2380559911
0.08365528237 0.2380642722
0.08365752844 0.2380717931
0.08365956831 0.2380786237
0.08366142092 0.2380848273
0.08366310344 0.2380904614
0.08366463149 0.2380955782
0.08366601924 0.2381002253
0.08366727956 0.2381044457
0.08366842417 0.2381082786
0.08366946367 0.2381117596
0.08367040772 0.2381149209
0.08367126508 0.238117792
0.08367204371 0.2381203994
0.08367275083 0.2381227674
0.08367339302 0.2381249179
0.08367397624 0.238126871
0.08367450589 0.2381286447
0.08367498691 0.2381302555
0.08367542375 0.2381317184
0.08367582047 0.2381330469
0.08367618075 0.2381342535
0.08367650795 0.2381353492
0.0836768051 0.2381363443
0.08367707496 0.238137248
0.08367732003 0.2381380687
0.0836775426 0.238138814
0.08367774472 0.2381394909
0.08367792828 0.2381401056
0.08367809498 0.2381406639
0.08367824638 0.2381411709
0.08367838386 0.2381416313
0.08367850872 0.2381420494
0.08367862212 0.2381424292
0.08367872509 0.238142774
0.08367881861 0.2381430872
0.08367890354 0.2381433716
0.08367898067 0.2381436299
0.08367905072 0.2381438645
0.08367911433 0.2381440775
0.0836791721 0.238144271
0.08367922456 0.2381444467
0.08367927221 0.2381446062
0.08367931548 0.2381447511
0.08367935477 0.2381448827
0.08367939046 0.2381450022
0.08367942287 0.2381451108
0.0836794523 0.2381452093
0.08367947903 0.2381452988
