system,step,T_C,T_K,isotope_pair,quantity,replicate,value,source_DOI,PMCID,source_table,license,rate_class
hsTSase,hydride_transfer,35.0,308.15,H/T,intrinsic_KIE_Northrop,20,11.3,10.1371/journal.pone.0196506,PMC5929524,S2 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,observed_competitive_KIE,1,1.84,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,observed_competitive_KIE,2,1.76,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,observed_competitive_KIE,3,1.78,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,observed_competitive_KIE,4,1.79,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,observed_competitive_KIE,5,1.79,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,D/T,observed_competitive_KIE,1,1.37,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,D/T,observed_competitive_KIE,2,1.38,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,D/T,observed_competitive_KIE,3,1.38,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,D/T,observed_competitive_KIE,4,1.34,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,1,15.1,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,2,17.0,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,3,17.4,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,4,10.5,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,5,20.9,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,6,23.8,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,7,24.4,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,8,14.0,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,9,19.1,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,10,21.6,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,11,22.2,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,12,12.9,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,13,17.9,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,14,20.3,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,15,20.8,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,16,12.2,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,17,18.4,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,18,20.8,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,19,21.3,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,20,12.5,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,5.0,278.15,H/T,intrinsic_KIE_Northrop,21,13.6,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,observed_competitive_KIE,1,1.82,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,observed_competitive_KIE,2,1.76,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,observed_competitive_KIE,3,1.82,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,observed_competitive_KIE,4,1.79,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,D/T,observed_competitive_KIE,1,1.33,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,D/T,observed_competitive_KIE,2,1.34,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,D/T,observed_competitive_KIE,3,1.35,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,D/T,observed_competitive_KIE,4,1.35,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,D/T,observed_competitive_KIE,5,1.36,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,D/T,observed_competitive_KIE,6,1.35,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,D/T,observed_competitive_KIE,7,1.34,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,1,10.2,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,2,11.7,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,3,12.7,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,4,12.0,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,5,13.6,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,6,13.1,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,7,11.7,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,8,12.6,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,9,14.5,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,10,15.9,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,11,14.9,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,12,17.1,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,13,16.5,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,14,14.5,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,15,10.2,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,16,11.7,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,17,12.7,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,18,12.0,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,19,13.6,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,20,13.1,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,21,11.7,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,22,11.1,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,23,12.8,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,24,13.9,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,25,13.1,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,26,14.9,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,27,14.4,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,15.0,288.15,H/T,intrinsic_KIE_Northrop,28,12.8,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,observed_competitive_KIE,1,1.51,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,observed_competitive_KIE,2,1.55,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,observed_competitive_KIE,3,1.56,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,observed_competitive_KIE,4,1.53,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,D/T,observed_competitive_KIE,1,1.24,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,D/T,observed_competitive_KIE,2,1.22,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,D/T,observed_competitive_KIE,3,1.24,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,D/T,observed_competitive_KIE,4,1.23,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,1,11.7,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,2,8.9,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,3,12.4,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,4,9.7,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,5,9.0,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,6,6.9,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,7,9.4,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,8,7.5,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,9,8.4,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,10,6.5,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,11,8.8,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,12,7.1,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,13,10.1,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,14,7.4,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,15,7.7,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,16,10.7,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,25.0,298.15,H/T,intrinsic_KIE_Northrop,17,8.4,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,observed_competitive_KIE,1,1.9163605266581711,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,observed_competitive_KIE,2,1.9444621420589523,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,observed_competitive_KIE,3,1.8792769455324685,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,observed_competitive_KIE,4,1.8829602511027093,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,D/T,observed_competitive_KIE,1,1.316027791158701,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,D/T,observed_competitive_KIE,2,1.324299577071716,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,D/T,observed_competitive_KIE,3,1.3117470912081595,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,D/T,observed_competitive_KIE,4,1.300511483383835,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,D/T,observed_competitive_KIE,5,1.295277303726657,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,1,5.6,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,2,6.2,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,3,5.4,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,4,4.7,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,5,5.3,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,6,6.0,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,7,6.8,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,8,6.2,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,9,4.9,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,10,4.9,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,11,5.6,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,12,6.3,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,13,5.8,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,14,4.6,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,15,5.8,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,16,6.6,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,17,7.5,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,18,6.9,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,19,5.4,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,20,5.7,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,21,6.5,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,22,7.4,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,23,6.8,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,24,5.4,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
hsTSase,proton_abstraction,35.0,308.15,H/T,intrinsic_KIE_Northrop,25,4.6,10.1371/journal.pone.0196506,PMC5929524,S3 Table,CC-BY 4.0,competitive_V_over_K
